"name","lon","lat","type","location","timestamp","value"
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-30 16:00:22,46
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-30 19:56:14,7.1
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-30 23:54:13,85.3
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-31 04:01:21,64.2
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-31 07:53:08,90.2
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-31 11:55:03,25.2
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-31 15:54:01,91.3
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-03-31 19:59:42,69.5
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-01 00:00:43,55.9
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-01 03:54:59,82.3
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-01 08:01:18,44.8
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-01 11:58:21,33.7
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-01 15:53:40,56.1
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-01 19:55:58,60.6
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-01 23:56:27,93.3
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-02 03:59:55,86.3
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-02 08:01:06,17.2
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-02 11:53:03,48
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-02 15:59:28,34.6
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-02 19:53:47,17.4
1,37.5786916074707,55.7661607657205,"Temp","Капуста 1",2016-04-02 23:56:40,93.3
