"timestamp","temp.min","pressure","humidity","precipitation","temp.max","temp"
2016-04-21 15:32:10,18.5678180779102,739.707982260129,16.3430121191777,19.2676529008895,29.4157184503744,19.5178340259345
2016-04-21 19:32:10,18.2317951325785,760.01097167283,84.8254721309058,19.4384104758501,25.5227250703137,19.8331640303206
2016-04-21 23:32:10,14.2312420896207,795.469897056979,98.2715059514157,18.2071000011638,22.3870854187709,18.0933741672033
2016-04-22 03:32:10,15.1344588360702,755.30282046753,66.3245957740583,4.42950719967484,24.5389875079458,17.7037406363995
2016-04-22 07:32:10,14.1108553277862,746.269439024266,72.4139777477831,9.62195636238903,27.7458865687785,21.7367627149269
2016-04-22 11:32:10,20.4862053005054,719.290979951202,58.7522041122429,11.1347207333893,29.642657284814,25.3286366115516
2016-04-22 15:32:10,14.9531101197149,762.108544544919,28.5161788202822,2.2916947491467,29.2758268019329,18.5551062459483
2016-04-22 19:32:10,17.7487105398678,741.473075366393,86.2173429969698,13.1708410196006,27.3634749476105,22.0482961990617
2016-04-22 23:32:10,13.6790501610807,737.171324312235,12.1116637834348,6.68390764854848,23.4789932989946,20.5324352505293
2016-04-23 03:32:10,11.3057198946268,710.871876955731,63.6766636511311,3.31801561173052,22.3915291240342,17.4917998045233
2016-04-23 07:32:10,14.126047817207,719.046531856099,44.5953714707866,8.66059784777462,24.9764213330663,21.5334861270696
2016-04-23 11:32:10,14.0080385922788,735.994857943091,96.7670925916173,14.8614913085476,20.8971087133845,17.0386367491834
2016-04-23 15:32:10,13.3186137318811,761.665881893522,21.8682675343007,10.1894431933761,21.7096070145457,19.1743567919468
2016-04-23 19:32:10,18.9880792096859,752.010842963426,88.2365774805658,11.4112732792273,24.9192975856034,21.0631109357691
2016-04-23 23:32:10,17.9328845888513,692.876400136722,87.9008569242433,18.0994797311723,30.2594730868141,24.351854442267
2016-04-24 03:32:10,12.8061819938559,733.54316827059,87.6999655039981,9.27610287908465,20.2445724397514,17.1743940612294
2016-04-24 07:32:10,16.6795936518179,710.366652512398,95.6331251747906,19.1683181887493,31.5505339845845,18.7360103575297
